Institution,Q3_SATMath,Q7_ACTMath,Q15_CalculusNonAPFinalGrade,Q17_CalculusABFinalGrade,Q17_CalculusBCFinalGrade,Q18,Q26,Q29_Confident,Q48,Q60,Q3Post,Q4Post_NeverIntended,Q4Post_Major,Q4Post_Experience,Q4Post_OtherCourses,Q4Post_Time,Q4Post_Grade,Q4Post_Understand,Q5Post,Q6Post_Confident,Q18Post_AskedQs,Q18Post_Listened,Q18Post_Applications,Q18Post_Time,Q18Post_ProblemSolver,Q18Post_Explanations,Q18Post_Appointments,Q18Post_Discouraged,Q19Post_SpecificProblems,Q19Post_WorkTogether,Q19Post_Discussion,Q19Post_Presentations,Q19Post_Individually,Q19Post_Lecture,Q19Post_AskQuestions,Q19Post_ExplainThinking
168,700,NA,1,NA,NA,2,1,4,2,6,1,NA,NA,NA,NA,NA,NA,NA,1,5,5,3,5,5,4,4,6,2,5,1,1,1,5,6,4,4
168,750,NA,NA,4,NA,2,1,6,1,3,1,NA,NA,NA,NA,NA,NA,NA,1,6,4,5,6,5,3,5,5,1,6,1,6,1,1,5,4,2
168,630,NA,2,NA,NA,2,1,5,2,16,1,NA,NA,NA,NA,NA,NA,NA,1,5,5,6,6,6,6,6,6,1,4,1,2,1,2,6,4,2
168,580,29,6,NA,NA,2,1,4,2,6,1,NA,NA,NA,NA,NA,NA,NA,1,4,4,5,5,4,5,4,5,2,4,1,2,1,3,6,4,4
168,690,32,NA,2,NA,2,1,5,2,6,1,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,5,5,4,4,5,2,5,2,2,1,5,6,5,4
168,610,NA,NA,NA,NA,2,1,5,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,5,4,6,6,4,5,6,6,2,3,1,5,4,4,6,6,5
168,690,NA,NA,2,NA,2,1,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,660,NA,NA,NA,NA,2,1,5,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,640,NA,3,NA,NA,2,1,5,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,780,35,NA,NA,NA,2,1,6,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,650,NA,NA,2,NA,2,1,4,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,710,28,3,NA,NA,2,1,5,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,680,NA,NA,3,NA,2,1,5,2,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,590,NA,1,NA,NA,2,1,6,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,690,NA,NA,2,1,2,1,5,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,500,20,NA,NA,NA,2,1,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,580,NA,NA,4,NA,2,1,6,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,NA,NA,NA,2,NA,2,1,5,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,5,2,6,1,1,1,4,6,3,4
168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,3,4,5,4,3,4,4,5,3,4,1,3,1,3,6,5,4
168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,4,6,6,6,6,6,6,6,1,6,2,3,1,6,6,6,2
168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,6,5,5,5,4,5,5,NA,2,4,2,6,1,4,5,4,2
168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,4,3,4,5,NA,4,4,1,1,1,4,5,3,1
168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,6,5,5,6,6,6,6,6,6,6,2,2,1,4,4,5,4
168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,4,5,5,2,6,1,4,1,6,6,6,1
168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,5,5,4,5,3,4,4,6,2,5,1,2,1,4,6,6,3
168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,4,5,5,6,6,6,6,6,2,6,4,4,1,6,6,5,3
168,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,6,4,5,4,6,4,6,4,1,6,1,1,1,6,6,4,2
168,760,NA,NA,NA,NA,2,1,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,610,28,2,NA,NA,2,1,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,640,NA,NA,3,NA,2,1,4,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,730,NA,NA,NA,NA,2,1,6,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,670,NA,1,NA,NA,2,1,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,530,NA,NA,5,NA,2,1,5,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,610,NA,2,2,NA,2,1,5,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,590,28,2,NA,NA,2,1,4,2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,700,NA,NA,NA,NA,2,1,5,2,6,1,NA,NA,NA,NA,NA,NA,NA,1,5,4,4,4,4,4,4,3,3,2,2,2,5,5,6,4,4
168,690,NA,NA,NA,NA,2,1,6,2,NA,1,NA,NA,NA,NA,NA,NA,NA,1,5,4,5,3,4,3,5,5,1,6,1,2,1,3,6,4,3
168,630,NA,5,NA,NA,2,1,4,1,7,1,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,5,4,3,3,4,2,5,1,1,1,3,6,4,4
168,700,NA,4,NA,NA,2,1,4,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,660,NA,NA,NA,NA,2,1,4,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,710,NA,NA,NA,NA,2,1,6,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,630,NA,NA,6,NA,2,1,4,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,670,NA,NA,NA,3,2,1,6,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,NA,NA,3,NA,NA,2,1,6,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,750,NA,3,3,NA,2,1,5,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,590,27,NA,2,NA,2,1,6,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,4,6,6,6,6,5,5,6,1,6,1,6,1,6,6,6,6
168,500,NA,4,NA,NA,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,NA,NA,NA,NA,NA,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,680,NA,NA,NA,10,2,1,5,1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,5,2,5,5,4,3,5,5,3,5,1,6,1,6,5,4,2
168,600,31,1,NA,NA,2,1,6,2,3,1,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,6,4,3,4,6,2,6,1,1,1,1,6,4,1
168,590,NA,NA,4,NA,2,1,5,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,5,4,4,4,5,1,6,1,1,1,1,6,5,5
168,640,NA,2,NA,NA,2,1,5,2,3,1,NA,NA,NA,NA,NA,NA,NA,1,5,3,3,5,4,4,1,3,3,4,1,1,1,1,3,2,1
168,680,NA,NA,NA,NA,2,1,6,2,6,1,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,5,1,6,1,1,1,1,6,4,2
168,670,NA,7,NA,NA,2,1,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,1,2,2,4,5,2,2,2,5,2,5,1,1,1,1,5,2,2
168,590,NA,NA,NA,NA,2,1,5,1,6,1,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,5,1,4,5,6,3,4,2,5,5
168,560,NA,NA,4,NA,2,1,6,1,3,1,NA,NA,NA,NA,NA,NA,NA,1,6,5,4,5,3,3,4,6,1,6,1,3,1,1,6,4,1
168,660,NA,NA,1,NA,2,1,6,2,1,1,NA,NA,NA,NA,NA,NA,NA,1,5,3,4,5,3,4,4,5,2,5,1,4,1,1,6,3,1
168,560,NA,NA,2,NA,2,1,5,2,12,1,NA,NA,NA,NA,NA,NA,NA,1,5,4,5,5,5,4,5,5,1,5,1,1,1,2,6,4,1
168,NA,NA,NA,NA,6,1,2,6,2,1,2,1,NA,NA,NA,NA,NA,NA,2,4,1,1,1,5,1,1,1,5,1,1,1,1,1,6,2,1
168,620,NA,NA,NA,NA,2,1,6,1,6,1,NA,NA,NA,NA,NA,NA,NA,1,5,4,5,5,5,5,4,6,1,6,2,2,2,2,6,4,2
168,560,NA,NA,1,NA,2,3,2,1,6,1,NA,NA,NA,NA,NA,NA,NA,1,6,2,3,3,4,4,5,5,6,1,2,3,4,5,6,5,4
168,660,29,1,1,NA,2,1,5,2,6,1,NA,NA,NA,NA,NA,NA,NA,1,6,3,2,4,4,5,3,4,2,6,1,1,1,3,6,3,1
168,620,27,NA,NA,NA,2,1,5,1,6,1,NA,NA,NA,NA,NA,NA,NA,1,5,4,4,3,3,4,4,4,2,5,1,1,1,2,5,5,2
168,580,NA,NA,NA,NA,2,1,5,2,3,1,NA,NA,NA,NA,NA,NA,NA,1,5,2,3,4,4,3,5,NA,1,5,1,1,1,1,6,2,2
168,640,30,NA,7,NA,2,1,6,1,6,1,NA,NA,NA,NA,NA,NA,NA,1,6,2,4,4,4,5,4,5,1,6,1,6,1,1,6,1,1
168,NA,31,NA,NA,NA,2,1,5,1,6,1,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,2,3,3,3,NA,3,2,1,1,1,1,6,2,2
168,NA,28,NA,4,NA,2,1,5,2,6,1,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,4,5,5,5,1,6,1,2,1,6,6,4,3
168,690,33,NA,NA,NA,1,1,6,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,660,27,2,2,NA,2,1,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,680,NA,NA,6,NA,2,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,730,NA,NA,2,NA,2,1,4,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,NA,29,NA,4,NA,2,1,5,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,NA,25,2,NA,NA,2,1,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,680,NA,1,NA,NA,2,1,5,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,690,NA,NA,NA,NA,2,1,5,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,200,20,NA,NA,NA,2,1,3,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,710,NA,2,NA,NA,2,1,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,NA,29,NA,NA,NA,2,2,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,5,1,5,1,3,1,2,6,5,4
168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,5,4,4,2,3,4,3,5,2,6,1,1,1,1,6,2,1
168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3
168,610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,4,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,560,NA,NA,NA,NA,2,3,5,1,7,2,1,NA,NA,NA,5,NA,NA,2,5,5,5,6,5,4,5,6,2,4,2,4,1,5,5,5,4
12,NA,NA,2,2,2,2,2,5,1,1,2,NA,NA,NA,4,5,NA,NA,2,5,5,5,6,6,6,6,5,1,6,1,4,1,6,5,4,4
12,NA,25,8,NA,NA,2,1,5,1,6,1,NA,NA,NA,NA,NA,NA,NA,1,4,5,5,5,4,5,6,4,1,3,1,1,1,4,6,4,2
12,NA,30,2,NA,NA,1,1,4,2,7,3,NA,2,NA,NA,NA,NA,NA,1,4,2,2,6,3,4,4,5,3,6,1,1,1,3,6,2,1
12,NA,28,1,NA,NA,2,1,5,2,6,1,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,6,4,6,5,6,1,5,1,5,1,5,5,5,4
12,NA,31,NA,3,3,2,3,6,1,9,2,NA,NA,NA,NA,NA,NA,NA,2,4,4,4,5,4,5,5,5,1,4,2,2,2,5,5,3,3
12,NA,25,1,1,NA,2,2,5,2,1,2,1,NA,NA,NA,NA,NA,NA,2,5,5,5,5,5,5,5,5,2,5,1,1,1,4,4,4,1
12,NA,33,NA,NA,2,2,2,6,1,1,2,1,NA,NA,NA,NA,NA,NA,2,6,6,6,6,6,6,6,6,1,6,1,6,1,6,3,6,4
12,NA,27,NA,2,NA,1,3,3,1,2,1,NA,NA,NA,NA,NA,NA,NA,1,5,4,4,4,5,3,3,5,2,4,1,1,1,4,4,5,4
12,NA,28,NA,3,3,2,1,5,2,16,1,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,5,5,4,5,3,2,5,3,5,1,3,6,4,1
12,NA,NA,NA,NA,NA,2,1,5,1,6,1,NA,NA,NA,NA,NA,NA,NA,1,5,6,5,4,3,4,5,6,1,6,1,4,2,6,6,6,6
12,730,33,NA,3,3,2,1,6,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,5,4,5,6,6,6,6,6,1,5,2,4,1,6,6,5,4
12,NA,25,NA,NA,NA,2,1,2,2,7,1,NA,NA,NA,NA,NA,NA,NA,1,2,4,5,3,2,4,3,5,2,5,1,1,1,5,5,3,1
12,570,26,7,NA,NA,2,3,5,2,1,2,1,NA,3,NA,NA,6,7,2,2,4,5,3,3,4,5,5,2,5,1,1,1,1,6,5,5
12,680,33,NA,NA,NA,2,3,5,1,12,3,NA,NA,NA,NA,NA,NA,NA,3,5,4,5,5,5,5,5,4,3,5,1,1,1,5,5,5,2
12,NA,32,NA,2,2,2,1,6,1,6,1,NA,NA,NA,NA,NA,NA,NA,1,5,4,4,4,4,4,4,4,2,5,2,1,1,4,6,4,1
12,NA,31,2,NA,NA,1,3,6,1,6,1,NA,NA,NA,NA,NA,NA,NA,1,5,4,4,5,5,5,5,6,2,4,1,1,1,6,6,5,2
12,750,36,NA,NA,NA,2,3,6,2,7,1,NA,NA,NA,NA,NA,NA,NA,1,6,4,4,5,4,6,5,5,2,5,1,2,1,5,6,4,2
12,NA,32,NA,2,NA,1,1,6,1,6,1,NA,NA,NA,NA,NA,NA,NA,1,6,2,2,5,1,5,4,5,4,6,1,2,1,5,6,3,2
12,NA,35,2,NA,NA,2,2,6,2,15,2,1,NA,NA,4,NA,NA,NA,2,6,5,5,5,5,5,5,5,2,2,1,1,1,6,6,4,2
12,680,NA,NA,NA,8,2,1,4,1,6,1,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,5,2,6,4,3,1,6,5,5,3
12,NA,26,NA,2,NA,2,3,5,1,16,3,NA,NA,3,NA,5,NA,NA,1,4,5,NA,5,4,5,5,5,3,5,1,1,1,6,6,6,4
12,NA,29,NA,5,NA,2,1,5,2,9,1,NA,NA,NA,NA,NA,NA,NA,1,5,4,5,5,5,5,5,5,2,5,1,2,1,3,5,4,2
12,NA,32,NA,NA,NA,2,1,6,2,1,1,NA,NA,NA,NA,NA,NA,NA,1,4,5,5,5,4,5,5,6,1,6,1,4,1,6,6,6,2
12,530,29,NA,NA,NA,2,1,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,5,2,4,1,2,1,4,4,4,1
12,NA,33,NA,NA,2,2,1,5,1,6,1,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,6,4,4,5,5,1,4,1,1,1,4,6,4,3
12,660,29,NA,NA,6,2,1,3,1,16,1,NA,NA,NA,NA,NA,NA,NA,1,5,4,5,5,5,5,6,5,2,3,1,1,1,1,5,2,2
12,NA,35,NA,2,2,2,3,6,1,16,3,NA,NA,NA,NA,NA,NA,NA,3,5,5,5,4,5,4,5,5,2,4,1,3,2,4,3,5,4
12,NA,32,NA,2,2,2,2,5,1,1,2,1,NA,NA,NA,NA,NA,NA,2,5,5,5,6,4,5,5,6,2,6,2,1,1,5,5,5,4
12,690,NA,NA,5,5,2,1,6,1,12,1,NA,NA,NA,NA,NA,NA,NA,1,6,5,5,5,5,5,5,5,1,4,1,1,1,6,6,6,4
12,NA,28,NA,NA,NA,2,1,5,1,6,1,NA,NA,NA,NA,NA,NA,NA,3,5,4,5,6,6,5,6,5,1,5,3,1,1,5,6,6,3
12,NA,NA,3,NA,NA,1,1,5,1,12,1,NA,NA,NA,NA,NA,NA,NA,1,5,5,4,4,5,4,5,5,5,5,4,4,5,5,5,4,4
12,NA,25,NA,NA,NA,2,2,4,1,7,2,1,NA,3,4,5,NA,NA,2,3,2,3,3,1,3,4,4,3,6,2,2,1,5,6,6,3
12,NA,36,NA,NA,2,2,1,6,1,6,1,NA,NA,NA,NA,NA,NA,NA,1,6,4,5,5,5,4,4,5,4,6,1,3,1,5,6,5,4
12,650,NA,NA,NA,NA,2,3,6,1,12,1,NA,NA,NA,NA,NA,NA,NA,2,6,5,4,4,3,4,4,6,1,5,1,2,1,1,5,5,1
12,NA,29,2,2,NA,2,1,6,1,7,1,NA,NA,NA,NA,NA,NA,NA,1,6,6,6,6,4,6,6,6,1,6,1,3,1,6,6,4,5
12,NA,31,2,2,NA,1,1,6,1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,6,4,4,4,4,4,4,6,4,4,3,3,2,3,6,5,4
12,NA,29,NA,NA,NA,2,3,5,1,12,2,1,NA,NA,NA,NA,NA,NA,2,5,5,5,6,4,5,5,6,2,6,2,5,1,6,6,6,2
12,NA,34,15,NA,NA,2,2,6,1,1,2,1,NA,3,4,5,6,7,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,6,1,1
12,NA,24,NA,2,NA,1,2,4,1,6,2,NA,2,NA,NA,NA,NA,NA,2,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
12,NA,24,NA,NA,2,2,1,5,1,6,1,NA,NA,NA,NA,NA,NA,NA,1,6,4,5,5,4,4,5,6,2,5,1,2,1,5,5,4,4
12,NA,32,NA,1,NA,2,1,5,1,2,1,NA,NA,NA,NA,NA,NA,NA,1,6,5,6,6,5,6,5,6,2,5,1,2,1,5,5,5,2
12,NA,NA,NA,NA,NA,2,2,3,2,10,2,1,NA,NA,NA,5,6,7,2,2,5,5,2,5,4,4,5,1,6,1,4,1,6,6,5,5
12,NA,28,NA,NA,NA,2,3,6,1,7,1,NA,NA,NA,NA,NA,NA,NA,1,5,4,5,2,5,5,5,6,1,5,1,6,2,4,3,3,4
12,NA,23,NA,NA,NA,2,1,5,1,6,1,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,2,2,4,6,3,4,1,4,2,6,4,5,3
